nameofissuer	titleofclass	cusip	value	shrsorprnamt	investmentdiscretion	votingauthority	putcall
SELECT SECTOR SPDR TR	SBI CONS STPLS	81369Y308	8936	175908 SH	SOLE	175908 0 0	N/A
SELECT SECTOR SPDR TR	SBI HEALTHCARE	81369Y209	30055	347294 SH	SOLE	347294 0 0	N/A
SELECT SECTOR SPDR TR	SBI HEALTHCARE	81369Y209	15	3000 SH	SOLE	3000 0 0	Call
SELECT SECTOR SPDR TR	SBI INT-FINL	81369Y605	37421	1571172 SH	SOLE	1571172 0 0	N/A
SELECT SECTOR SPDR TR	SBI INT-FINL	81369Y605	16	80000 SH	SOLE	80000 0 0	Put
SELECT SECTOR SPDR TR	SBI INT-INDS	81369Y704	14265	221640 SH	SOLE	221640 0 0	N/A
SELECT SECTOR SPDR TR	SBI INT-INDS	81369Y704	25	50000 SH	SOLE	50000 0 0	Put
SELECT SECTOR SPDR TR	SBI INT-UTILS	81369Y886	13612	257245 SH	SOLE	257245 0 0	N/A
SELECT SECTOR SPDR TR	SBI MATERIALS	81369Y100	1522	29824 SH	SOLE	29824 0 0	N/A
SELECT SECTOR SPDR TR	TECHNOLOGY	81369Y803	43505	702351 SH	SOLE	702351 0 0	N/A
SELECT SECTOR SPDR TR	TECHNOLOGY	81369Y803	4	5000 SH	SOLE	5000 0 0	Put
SEMPRA ENERGY	COM	816851109	38769	358389 SH	SOLE	358389 0 0	N/A
SENESTECH INC	COM	81720R109	8	13937 SH	SOLE	13937 0 0	N/A
SENSEONICS HLDGS INC	COM	81727U105	34	13005 SH	SOLE	13005 0 0	N/A
SENSIENT TECHNOLOGIES CORP	COM	81725T100	1736	31060 SH	SOLE	31060 0 0	N/A
SERITAGE GROWTH PPTYS	CL A	81752R100	364	11264 SH	SOLE	11264 0 0	N/A
SERVICE CORP INTL	COM	817565104	373	9302 SH	SOLE	9302 0 0	N/A
SERVICENOW INC	COM	81762P102	2335	13118 SH	SOLE	13118 0 0	N/A
SERVISFIRST BANCSHARES INC	COM	81768T108	1367	42905 SH	SOLE	42905 0 0	N/A
SEVERN BANCORP ANNAPOLIS MD	COM	81811M100	80	10000 SH	SOLE	10000 0 0	N/A
SHAKE SHACK INC	CL A	819047101	214	4734 SH	SOLE	4734 0 0	N/A
SHAKE SHACK INC	CL A	819047101	1	700 SH	SOLE	700 0 0	Put
SHAW COMMUNICATIONS INC	CL B CONV	82028K200	298	16445 SH	SOLE	16445 0 0	N/A
SHELL MIDSTREAM PARTNERS L P	UNIT LTD INT	822634101	1557	95102 SH	SOLE	95102 0 0	N/A
SHERWIN WILLIAMS CO	COM	824348106	5471	13882 SH	SOLE	13882 0 0	N/A
SHIRE PLC	SPONSORED ADR	82481R106	605	3481 SH	SOLE	3481 0 0	N/A
SHOPIFY INC	CL A	82509L107	1594	11507 SH	SOLE	11507 0 0	N/A
SHOTSPOTTER INC	COM	82536T107	1444	46297 SH	SOLE	46297 0 0	N/A
SIBANYE STILLWATER	SPONSORED ADR	825724206	70	24558 SH	SOLE	24558 0 0	N/A
SIENTRA INC	COM	82621J105	2918	229625 SH	SOLE	229625 0 0	N/A
SIGA TECHNOLOGIES INC	COM	826917106	87	10892 SH	SOLE	10892 0 0	N/A
SIGNATURE BK NEW YORK N Y	COM	82669G104	217	2086 SH	SOLE	2086 0 0	N/A
SILVERCREST METALS INC	COM	828363101	30	10250 SH	SOLE	10250 0 0	N/A
SIMON PPTY GROUP INC NEW	COM	828806109	13793	82029 SH	SOLE	82029 0 0	N/A
SIRIUS XM HLDGS INC	COM	82968B103	1	2000 SH	SOLE	2000 0 0	Call
SIRIUS XM HLDGS INC	COM	82968B103	1771	309388 SH	SOLE	309388 0 0	N/A
SITEONE LANDSCAPE SUPPLY INC	COM	82982L103	249	4505 SH	SOLE	4505 0 0	N/A
SK TELECOM LTD	SPONSORED ADR	78440P108	2626	97859 SH	SOLE	97859 0 0	N/A
SKYWORKS SOLUTIONS INC	COM	83088M102	895	13479 SH	SOLE	13479 0 0	N/A
SMITH & NEPHEW PLC	SPDN ADR NEW	83175M205	316	8422 SH	SOLE	8422 0 0	N/A
SMITH A O	COM	831865209	6555	154594 SH	SOLE	154594 0 0	N/A
SMUCKER J M CO	COM NEW	832696405	3602	38598 SH	SOLE	38598 0 0	N/A
SNAP INC	CL A	83304A106	227	40031 SH	SOLE	40031 0 0	N/A
SNAP INC	CL A	83304A106	1	400 SH	SOLE	400 0 0	Call
SNAP ON INC	COM	833034101	2552	17563 SH	SOLE	17563 0 0	N/A
SOCIEDAD QUIMICA MINERA DE C	SPON ADR SER B	833635105	322	8479 SH	SOLE	8479 0 0	N/A
SOLARCITY CORP	NOTE 1.625%11/0	83416TAC4	944	1000000 PRN	SOLE	1000000 0 0	N/A
SONOCO PRODS CO	COM	835495102	657	12367 SH	SOLE	12367 0 0	N/A
SONY CORP	SPONSORED ADR	835699307	572	11836 SH	SOLE	11836 0 0	N/A
SOURCE CAP INC	COM	836144105	1983	60903 SH	SOLE	60903 0 0	N/A
SOUTHERN CO	COM	842587107	20818	474786 SH	SOLE	474786 0 0	N/A
SOUTHERN COPPER CORP	COM	84265V105	203	6587 SH	SOLE	6587 0 0	N/A
SOUTHERN NATL BANCORP OF VA	COM	843395104	135	10197 SH	SOLE	10197 0 0	N/A
SOUTHWEST AIRLS CO	COM	844741108	12645	271491 SH	SOLE	271491 0 0	N/A
SOUTHWEST GAS HOLDINGS INC	COM	844895102	685	8939 SH	SOLE	8939 0 0	N/A
SOUTHWESTERN ENERGY CO	COM	845467109	947	279090 SH	SOLE	279090 0 0	N/A
SPARK THERAPEUTICS INC	COM	84652J103	380	9700 SH	SOLE	9700 0 0	N/A
SPDR DOW JONES INDL AVRG ETF	UT SER 1	78467X109	42022	180270 SH	SOLE	180270 0 0	N/A
SPDR GOLD TRUST	GOLD SHS	78463V107	33933	280031 SH	SOLE	280031 0 0	N/A
SPDR INDEX SHS FDS	ASIA PACIF ETF	78463X301	882	10245 SH	SOLE	10245 0 0	N/A
SPDR INDEX SHS FDS	DJ INTL RL ETF	78463X863	330	9420 SH	SOLE	9420 0 0	N/A
SPDR INDEX SHS FDS	EURO STOXX 50	78463X202	4118	123793 SH	SOLE	123793 0 0	N/A
SPDR INDEX SHS FDS	MSCI ACWI EXUS	78463X848	3873	118798 SH	SOLE	118798 0 0	N/A
SPDR INDEX SHS FDS	MSCI EAFE STRTGC	78463X434	1064	18783 SH	SOLE	18783 0 0	N/A
SPDR INDEX SHS FDS	MSCI EMRG MKTS	78463X426	3339	61429 SH	SOLE	61429 0 0	N/A
SPDR INDEX SHS FDS	PORTFOLIO DEVLPD	78463X889	1793	67806 SH	SOLE	67806 0 0	N/A
SPDR INDEX SHS FDS	S&P CHINA ETF	78463X400	383	4527 SH	SOLE	4527 0 0	N/A
SPDR INDEX SHS FDS	S&P EM MKT DIV	78463X533	221	7462 SH	SOLE	7462 0 0	N/A
SPDR INDEX SHS FDS	S&P INTL ETF	78463X772	928	26566 SH	SOLE	26566 0 0	N/A
SPDR INDEX SHS FDS	S&P INTL SMLCP	78463X871	4844	173980 SH	SOLE	173980 0 0	N/A
SPDR INDEX SHS FDS	SOLACTIVE CANADA	78463X376	216	4375 SH	SOLE	4375 0 0	N/A
SPDR INDEX SHS FDS	SOLACTIVE UK ETF	78463X335	764	17196 SH	SOLE	17196 0 0	N/A
SPDR INDEX SHS FDS	STOXX EUR 50 ETF	78463X103	1034	34446 SH	SOLE	34446 0 0	N/A
SPDR S&P 500 ETF TR	TR UNIT	78462F103	24	15600 SH	SOLE	15600 0 0	Put
SPDR S&P 500 ETF TR	TR UNIT	78462F103	380213	1522500 SH	SOLE	1522500 0 0	N/A
SPDR S&P MIDCAP 400 ETF TR	UTSER1 S&PDCRP	78467Y107	16649	54980 SH	SOLE	54980 0 0	N/A
SPDR SER TR	BLOMBERG BRC INV	78468R200	6802	224669 SH	SOLE	224669 0 0	N/A
SPDR SER TR	MSCI USA STRTGIC	78468R812	757	10436 SH	SOLE	10436 0 0	N/A
SPDR SER TR	NUVEEN BLMBRG SR	78468R739	5625	117135 SH	SOLE	117135 0 0	N/A
SPDR SER TR	NUVEEN BRC MUNIC	78468R721	4495	93439 SH	SOLE	93439 0 0	N/A
SPDR SER TR	PORTFOLIO SH TSR	78468R101	3411	115364 SH	SOLE	115364 0 0	N/A
SPDR SER TR	PORTFOLIO SM ETF	78468R853	224	8573 SH	SOLE	8573 0 0	N/A
SPDR SER TR	PRTFLO S&P500 HI	78468R788	2312	67990 SH	SOLE	67990 0 0	N/A
SPDR SER TR	SPDR BLOOMBERG	78468R663	6944	75897 SH	SOLE	75897 0 0	N/A
SPDR SER TR	SPDR S&P 500 ETF	78468R796	243	3989 SH	SOLE	3989 0 0	N/A
SPDR SER TR	SSGA GNDER ETF	78468R747	235	3750 SH	SOLE	3750 0 0	N/A
SPDR SER TR	SSGA US SMAL ETF	78468R887	224	2702 SH	SOLE	2702 0 0	N/A
SPDR SERIES TRUST	AEROSPACE DEF	78464A631	3604	45763 SH	SOLE	45763 0 0	N/A
SPDR SERIES TRUST	BLMBRG BRC CNVRT	78464A359	2771	59153 SH	SOLE	59153 0 0	N/A
SPDR SERIES TRUST	BLMBRG BRC INTRM	78464A672	445	7486 SH	SOLE	7486 0 0	N/A
SPDR SERIES TRUST	BLOMBERG INTL TR	78464A516	205	7405 SH	SOLE	7405 0 0	N/A
SPDR SERIES TRUST	BLOOMBERG BRCLYS	78464A417	1869	55553 SH	SOLE	55553 0 0	N/A
SPDR SERIES TRUST	BLOOMBERG BRCLYS	78464A417	5	15000 SH	SOLE	15000 0 0	Put
SPDR SERIES TRUST	COMP SOFTWARE	78464A599	2682	36048 SH	SOLE	36048 0 0	N/A
SPDR SERIES TRUST	DJ REIT ETF	78464A607	2367	27490 SH	SOLE	27490 0 0	N/A
SPDR SERIES TRUST	HLTH CARE SVCS	78464A573	1348	21534 SH	SOLE	21534 0 0	N/A
SPDR SERIES TRUST	HLTH CR EQUIP	78464A581	5052	72164 SH	SOLE	72164 0 0	N/A
SPDR SERIES TRUST	NUV HGHYLD MUN	78464A284	917	16356 SH	SOLE	16356 0 0	N/A
SPDR SERIES TRUST	NYSE TECH ETF	78464A102	2163	36338 SH	SOLE	36338 0 0	N/A
SPDR SERIES TRUST	PORTFOLIO AGRGTE	78464A649	201	7237 SH	SOLE	7237 0 0	N/A
SPDR SERIES TRUST	PORTFOLIO LR ETF	78464A854	4159	142426 SH	SOLE	142426 0 0	N/A
SPDR SERIES TRUST	PORTFOLIO MD ETF	78464A847	2233	75827 SH	SOLE	75827 0 0	N/A
SPDR SERIES TRUST	PORTFOLIO SHORT	78464A474	806	26745 SH	SOLE	26745 0 0	N/A
SPDR SERIES TRUST	PRTFLO S&P500 GW	78464A409	1873	57557 SH	SOLE	57557 0 0	N/A
SPDR SERIES TRUST	PRTFLO S&P500 VL	78464A508	353	13053 SH	SOLE	13053 0 0	N/A
SPDR SERIES TRUST	S&P 400 MDCP GRW	78464A821	2226	48891 SH	SOLE	48891 0 0	N/A
SPDR SERIES TRUST	S&P 400 MDCP VAL	78464A839	1329	30397 SH	SOLE	30397 0 0	N/A
SPDR SERIES TRUST	S&P 600 SMCP GRW	78464A201	14566	270472 SH	SOLE	270472 0 0	N/A
SPDR SERIES TRUST	S&P 600 SMCP VAL	78464A300	11166	207894 SH	SOLE	207894 0 0	N/A
SPDR SERIES TRUST	S&P 600 SML CAP	78464A813	5955	99264 SH	SOLE	99264 0 0	N/A
SPDR SERIES TRUST	S&P BIOTECH	78464A870	12221	170339 SH	SOLE	170339 0 0	N/A
SPDR SERIES TRUST	S&P BK ETF	78464A797	3160	84776 SH	SOLE	84776 0 0	N/A
SPDR SERIES TRUST	S&P CAP MKTS	78464A771	1474	31013 SH	SOLE	31013 0 0	N/A
SPDR SERIES TRUST	S&P DIVID ETF	78464A763	18039	201472 SH	SOLE	201472 0 0	N/A
SPDR SERIES TRUST	S&P HOMEBUILD	78464A888	451	13850 SH	SOLE	13850 0 0	N/A
SPDR SERIES TRUST	S&P INS ETF	78464A789	2582	90854 SH	SOLE	90854 0 0	N/A
SPDR SERIES TRUST	S&P METALS MNG	78464A755	450	17161 SH	SOLE	17161 0 0	N/A
SPDR SERIES TRUST	S&P OILGAS EXP	78464A730	1513	56774 SH	SOLE	56774 0 0	N/A
SPDR SERIES TRUST	S&P REGL BKG	78464A698	5635	120543 SH	SOLE	120543 0 0	N/A
SPDR SERIES TRUST	S&P RETAIL ETF	78464A714	1439	35152 SH	SOLE	35152 0 0	N/A
SPDR SERIES TRUST	S&P SEMICNDCTR	78464A862	2713	41974 SH	SOLE	41974 0 0	N/A
SPDR SERIES TRUST	WELLS FG PFD ETF	78464A292	200	5047 SH	SOLE	5047 0 0	N/A
SPIRIT AEROSYSTEMS HLDGS INC	COM CL A	848574109	252	3498 SH	SOLE	3498 0 0	N/A
SPIRIT AIRLS INC	COM	848577102	1049	18042 SH	SOLE	18042 0 0	N/A
SPLUNK INC	COM	848637104	1115	10651 SH	SOLE	10651 0 0	N/A
SPOK HLDGS INC	COM	84863T106	892	67054 SH	SOLE	67054 0 0	N/A
SPOTIFY TECHNOLOGY S A	SHS	L8681T102	515	4520 SH	SOLE	4520 0 0	N/A
SPRAGUE RES LP	COM UNIT REP LTD	849343108	164	11346 SH	SOLE	11346 0 0	N/A
SPRINT CORP	COM SER 1	85207U105	96	16726 SH	SOLE	16726 0 0	N/A
SPROTT FOCUS TR INC	COM	85208J109	109	18873 SH	SOLE	18873 0 0	N/A
SPROTT PHYSICAL GOLD & SILVE	TR UNIT	85208R101	10607	846077 SH	SOLE	846077 0 0	N/A
SPROTT PHYSICAL GOLD TRUST	UNIT	85207H104	943	91432 SH	SOLE	91432 0 0	N/A
SPROTT PHYSICAL SILVER TR	TR UNIT	85207K107	1904	340421 SH	SOLE	340421 0 0	N/A
SQUARE INC	CL A	852234103	5734	102319 SH	SOLE	102319 0 0	N/A
SQUARE INC	CL A	852234103	186	11800 SH	SOLE	11800 0 0	Call
SRC ENERGY INC	COM	78470V108	1447	308125 SH	SOLE	308125 0 0	N/A
SS&C TECHNOLOGIES HLDGS INC	COM	78467J100	618	13677 SH	SOLE	13677 0 0	N/A
SSGA ACTIVE ETF TR	BLKSTN GSOSRLN	78467V608	216	4829 SH	SOLE	4829 0 0	N/A
SSGA ACTIVE ETF TR	SPDR TR TACTIC	78467V848	17670	373155 SH	SOLE	373155 0 0	N/A
STAGE STORES INC	COM NEW	85254C305	20	29613 SH	SOLE	29613 0 0	N/A
STANLEY BLACK & DECKER INC	COM	854502101	2477	20659 SH	SOLE	20659 0 0	N/A
STARBUCKS CORP	COM	855244109	0	500 SH	SOLE	500 0 0	Put
STARBUCKS CORP	COM	855244109	51565	800497 SH	SOLE	800497 0 0	N/A
STARWOOD PPTY TR INC	COM	85571B105	2278	115388 SH	SOLE	115388 0 0	N/A
STATE BK FINL CORP	COM	856190103	992	45935 SH	SOLE	45935 0 0	N/A
STATE STR CORP	COM	857477103	988	15671 SH	SOLE	15671 0 0	N/A
STEEL DYNAMICS INC	COM	858119100	206	6826 SH	SOLE	6826 0 0	N/A
STEELCASE INC	CL A	858155203	5435	365739 SH	SOLE	365739 0 0	N/A
STEIN MART INC	COM	858375108	47	41000 SH	SOLE	41000 0 0	N/A
STEPAN CO	COM	858586100	101	59000 SH	SOLE	59000 0 0	Put
STEPAN CO	COM	858586100	110148	1488456 SH	SOLE	1488456 0 0	N/A
STERICYCLE INC	COM	858912108	342	9398 SH	SOLE	9398 0 0	N/A
STERIS PLC	SHS USD	G84720104	1533	14320 SH	SOLE	14320 0 0	N/A
STERLING BANCORP DEL	COM	85917A100	1982	120326 SH	SOLE	120326 0 0	N/A
STORE CAP CORP	COM	862121100	205	7205 SH	SOLE	7205 0 0	N/A
STRYKER CORP	COM	863667101	18543	118072 SH	SOLE	118072 0 0	N/A
SUBURBAN PROPANE PARTNERS L	UNIT LTD PARTN	864482104	950	49320 SH	SOLE	49320 0 0	N/A
SUMITOMO MITSUI FINL GROUP I	SPONSORED ADR	86562M209	319	48426 SH	SOLE	48426 0 0	N/A
SUN CMNTYS INC	COM	866674104	263	2550 SH	SOLE	2550 0 0	N/A
SUN LIFE FINL INC	COM	866796105	229	6915 SH	SOLE	6915 0 0	N/A
SUNCOR ENERGY INC NEW	COM	867224107	964	34350 SH	SOLE	34350 0 0	N/A
SUNRUN INC	COM	86771W105	51	4710 SH	SOLE	4710 0 0	N/A
SUNRUN INC	COM	86771W105	5	5500 SH	SOLE	5500 0 0	Call
SUNTRUST BKS INC	COM	867914103	1959	38947 SH	SOLE	38947 0 0	N/A
SUPERCOM LTD NEW	SHS NEW	M87095119	28	20000 SH	SOLE	20000 0 0	N/A
SUPERIOR GRP OF COMPANIES IN	COM	868358102	240	13651 SH	SOLE	13651 0 0	N/A
SVB FINL GROUP	COM	78486Q101	692	3649 SH	SOLE	3649 0 0	N/A
SWITCH INC	CL A	87105L104	21	3000 SH	SOLE	3000 0 0	N/A
SWITCH INC	CL A	87105L104	14	50000 SH	SOLE	50000 0 0	Call
SWITCH INC	CL A	87105L104	73	100000 SH	SOLE	100000 0 0	Put
SYMANTEC CORP	COM	871503108	149	7936 SH	SOLE	7936 0 0	N/A
SYMANTEC CORP	COM	871503108	23	25000 SH	SOLE	25000 0 0	Call
SYNCHRONY FINL	COM	87165B103	1971	83788 SH	SOLE	83788 0 0	N/A
SYNERGY PHARMACEUTICALS DEL	COM NEW	871639308	5	49831 SH	SOLE	49831 0 0	N/A
SYNOPSYS INC	COM	871607107	657	7794 SH	SOLE	7794 0 0	N/A
SYSCO CORP	COM	871829107	16297	259828 SH	SOLE	259828 0 0	N/A
T MOBILE US INC	COM	872590104	717	11311 SH	SOLE	11311 0 0	N/A
T2 BIOSYSTEMS INC	COM	89853L104	130	42195 SH	SOLE	42195 0 0	N/A
T2 BIOSYSTEMS INC	COM	89853L104	1	1000 SH	SOLE	1000 0 0	Call
TABLEAU SOFTWARE INC	CL A	87336U105	2070	17243 SH	SOLE	17243 0 0	N/A
TAIWAN SEMICONDUCTOR MFG LTD	SPONSORED ADR	874039100	11926	324634 SH	SOLE	324634 0 0	N/A
TAIWAN SEMICONDUCTOR MFG LTD	SPONSORED ADR	874039100	16	91500 SH	SOLE	91500 0 0	Put
TAKE-TWO INTERACTIVE SOFTWAR	COM	874054109	778	7572 SH	SOLE	7572 0 0	N/A
TALLGRASS ENERGY LP	CLASS A SHS	874696107	2737	112388 SH	SOLE	112388 0 0	N/A
TANZANIAN ROYALTY EXPL CORP	COM	87600U104	87	245000 SH	SOLE	245000 0 0	N/A
TAPESTRY INC	COM	876030107	847	25034 SH	SOLE	25034 0 0	N/A
TARGA RES CORP	COM	87612G101	27119	753036 SH	SOLE	753036 0 0	N/A
TARGET CORP	COM	87612E106	12196	184311 SH	SOLE	184311 0 0	N/A
TASEKO MINES LTD	COM	876511106	21	45200 SH	SOLE	45200 0 0	N/A
TC PIPELINES LP	UT COM LTD PRT	87233Q108	383	11937 SH	SOLE	11937 0 0	N/A
TCF FINL CORP	COM	872275102	3223	165382 SH	SOLE	165382 0 0	N/A
TCG BDC INC	COM	872280102	27226	2195340 SH	SOLE	2195340 0 0	N/A
TD AMERITRADE HLDG CORP	COM	87236Y108	2686	55073 SH	SOLE	55073 0 0	N/A
TE CONNECTIVITY LTD	REG SHS	H84989104	4649	61695 SH	SOLE	61695 0 0	N/A
TEGNA INC	COM	87901J105	1209	111593 SH	SOLE	111593 0 0	N/A
TEKLA HEALTHCARE INVS	SH BEN INT	87911J103	437	24287 SH	SOLE	24287 0 0	N/A
TELADOC HEALTH INC	COM	87918A105	460	9296 SH	SOLE	9296 0 0	N/A
TELADOC HEALTH INC	COM	87918A105	5	200 SH	SOLE	200 0 0	Call
TELECOM ITALIA S P A NEW	SPON ADR ORD	87927Y102	139	24800 SH	SOLE	24800 0 0	N/A
TELEDYNE TECHNOLOGIES INC	COM	879360105	729	3541 SH	SOLE	3541 0 0	N/A
TELEPHONE & DATA SYS INC	COM NEW	879433829	2105	64738 SH	SOLE	64738 0 0	N/A
TELLURIAN INC NEW	COM	87968A104	233	33550 SH	SOLE	33550 0 0	N/A
TEMPLETON DRAGON FD INC	COM	88018T101	1720	101150 SH	SOLE	101150 0 0	N/A
TEMPLETON GLOBAL INCOME FD	COM	880198106	3367	558646 SH	SOLE	558646 0 0	N/A
TENCENT MUSIC ENTMT GROUP	SPON ADS	88034P109	235	17800 SH	SOLE	17800 0 0	N/A
TERADATA CORP DEL	COM	88076W103	258	6743 SH	SOLE	6743 0 0	N/A
TERADYNE INC	COM	880770102	212	6751 SH	SOLE	6751 0 0	N/A
TEREX CORP NEW	COM	880779103	1545	56055 SH	SOLE	56055 0 0	N/A
TESLA INC	COM	88160R101	14	3900 SH	SOLE	3900 0 0	Call
TESLA INC	COM	88160R101	97	3400 SH	SOLE	3400 0 0	Put
TESLA INC	COM	88160R101	14332	43050 SH	SOLE	43050 0 0	N/A
TETRA TECH INC NEW	COM	88162G103	2691	52004 SH	SOLE	52004 0 0	N/A
TEVA PHARMACEUTICAL FIN LLC	DBCV 0.250% 2/0	88163VAE9	14	15000 PRN	SOLE	15000 0 0	N/A
TEVA PHARMACEUTICAL INDS LTD	SPONSORED ADR	881624209	665	43094 SH	SOLE	43094 0 0	N/A
TEVA PHARMACEUTICAL INDS LTD	SPONSORED ADR	881624209	4	5000 SH	SOLE	5000 0 0	Call
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	496	9641 SH	SOLE	9641 0 0	N/A
TEXAS INSTRS INC	COM	882508104	18819	199105 SH	SOLE	199105 0 0	N/A
TEXAS PAC LD TR	SUB CTF PROP I T	882610108	252	464 SH	SOLE	464 0 0	N/A
TEXAS ROADHOUSE INC	COM	882681109	564	9463 SH	SOLE	9463 0 0	N/A
TEXTRON INC	COM	883203101	1273	27802 SH	SOLE	27802 0 0	N/A
TG THERAPEUTICS INC	COM	88322Q108	66	16100 SH	SOLE	16100 0 0	N/A
TG THERAPEUTICS INC	COM	88322Q108	1	1000 SH	SOLE	1000 0 0	Call
THE TRADE DESK INC	COM CL A	88339J105	253	2178 SH	SOLE	2178 0 0	N/A
THERMO FISHER SCIENTIFIC INC	COM	883556102	12432	55693 SH	SOLE	55693 0 0	N/A
THESTREET INC	COM	88368Q103	6621	3261936 SH	SOLE	3261936 0 0	N/A
THOMSON REUTERS CORP	COM NEW	884903709	748	15641 SH	SOLE	15641 0 0	N/A
THOR INDS INC	COM	885160101	203	3944 SH	SOLE	3944 0 0	N/A
TIER REIT INC	COM NEW	88650V208	257	12551 SH	SOLE	12551 0 0	N/A
TIFFANY & CO NEW	COM	886547108	1211	15121 SH	SOLE	15121 0 0	N/A
TIMKEN CO	COM	887389104	274	7322 SH	SOLE	7322 0 0	N/A
TITAN INTL INC ILL	COM	88830M102	200	42875 SH	SOLE	42875 0 0	N/A
TIZIANA LIFE SCIENCES PLC	SPONSORED ADS	88875G101	2852	383063 SH	SOLE	383063 0 0	N/A
TJX COS INC NEW	COM	872540109	15902	355479 SH	SOLE	355479 0 0	N/A
TOLL BROTHERS INC	COM	889478103	391	11849 SH	SOLE	11849 0 0	N/A
TOOTSIE ROLL INDS INC	COM	890516107	1035	30973 SH	SOLE	30973 0 0	N/A
TOPBUILD CORP	COM	89055F103	257	5716 SH	SOLE	5716 0 0	N/A
TORCHMARK CORP	COM	891027104	1942	26055 SH	SOLE	26055 0 0	N/A
TORO CO	COM	891092108	268	4807 SH	SOLE	4807 0 0	N/A
TORONTO DOMINION BK ONT	COM NEW	891160509	3534	70997 SH	SOLE	70997 0 0	N/A
TORTOISE ENERGY INFRA CORP	COM	89147L100	2390	119672 SH	SOLE	119672 0 0	N/A
TORTOISE MLP FD INC	COM	89148B101	485	39611 SH	SOLE	39611 0 0	N/A
TORTOISE PIPELINE & ENERGY F	COM	89148H108	833	67923 SH	SOLE	67923 0 0	N/A
TOTAL S A	SPONSORED ADR	89151E109	4478	84995 SH	SOLE	84995 0 0	N/A
TOTAL SYS SVCS INC	COM	891906109	716	8827 SH	SOLE	8827 0 0	N/A
TOWER SEMICONDUCTOR LTD	SHS NEW	M87915274	2549	174857 SH	SOLE	174857 0 0	N/A
TOYOTA MOTOR CORP	SP ADR REP2COM	892331307	927	7983 SH	SOLE	7983 0 0	N/A
TRACTOR SUPPLY CO	COM	892356106	459	5506 SH	SOLE	5506 0 0	N/A
TRANSCANADA CORP	COM	89353D107	1222	34266 SH	SOLE	34266 0 0	N/A
TRANSDIGM GROUP INC	COM	893641100	8167	24207 SH	SOLE	24207 0 0	N/A
TRANSENTERIX INC	COM NEW	89366M201	46	20702 SH	SOLE	20702 0 0	N/A
TRANSOCEAN LTD	REG SHS	H8817H100	159	23529 SH	SOLE	23529 0 0	N/A
TRAVELERS COMPANIES INC	COM	89417E109	9953	83136 SH	SOLE	83136 0 0	N/A
TREEHOUSE FOODS INC	COM	89469A104	2149	42376 SH	SOLE	42376 0 0	N/A
TRI CONTL CORP	COM	895436103	614	26190 SH	SOLE	26190 0 0	N/A
TRIBUNE MEDIA CO	CL A	896047503	25500	562128 SH	SOLE	562128 0 0	N/A
TRIMAS CORP	COM NEW	896215209	235	8588 SH	SOLE	8588 0 0	N/A
TRIMBLE INC	COM	896239100	504	15294 SH	SOLE	15294 0 0	N/A
TRINITY INDS INC	COM	896522109	658	32055 SH	SOLE	32055 0 0	N/A
TRINITY PL HLDGS INC	COM	89656D101	101	23370 SH	SOLE	23370 0 0	N/A
TRIPADVISOR INC	COM	896945201	275	5132 SH	SOLE	5132 0 0	N/A
TRISTATE CAP HLDGS INC	COM	89678F100	354	18203 SH	SOLE	18203 0 0	N/A
TRITON INTL LTD	CL A	G9078F107	887	28669 SH	SOLE	28669 0 0	N/A
TSAKOS ENERGY NAVIGATION LTD	SHS	G9108L108	29	10500 SH	SOLE	10500 0 0	N/A
TUPPERWARE BRANDS CORP	COM	899896104	1228	38958 SH	SOLE	38958 0 0	N/A
TURQUOISE HILL RES LTD	COM	900435108	62	37657 SH	SOLE	37657 0 0	N/A
TWENTY FIRST CENTY FOX INC	CL A	90130A101	8002	166522 SH	SOLE	166522 0 0	N/A
TWENTY FIRST CENTY FOX INC	CL B	90130A200	207	4327 SH	SOLE	4327 0 0	N/A
TWILIO INC	CL A	90138F102	521	5833 SH	SOLE	5833 0 0	N/A
TWITTER INC	COM	90184L102	1711	59673 SH	SOLE	59673 0 0	N/A
TWO HBRS INVT CORP	COM NEW	90187B408	304	23516 SH	SOLE	23516 0 0	N/A
TYLER TECHNOLOGIES INC	COM	902252105	266	1440 SH	SOLE	1440 0 0	N/A
TYME TECHNOLOGIES INC	COM	90238J103	1255	340000 SH	SOLE	340000 0 0	N/A
TYSON FOODS INC	CL A	902494103	671	12587 SH	SOLE	12587 0 0	N/A
U S CONCRETE INC	COM NEW	90333L201	287	8155 SH	SOLE	8155 0 0	N/A
U S G CORP	COM NEW	903293405	1871	43703 SH	SOLE	43703 0 0	N/A
U S SILICA HLDGS INC	COM	90346E103	193	18957 SH	SOLE	18957 0 0	N/A
UBS AG JERSEY BRH	ALERIAN INFRST	902641646	814	41059 SH	SOLE	41059 0 0	N/A
UBS AG LONDON BRH	ETRAC 2X LEV LNG	90267B765	196	16951 SH	SOLE	16951 0 0	N/A
UBS AG LONDON BRH	ETRACS MTH 2XLV	90270L842	192	16120 SH	SOLE	16120 0 0	N/A
UBS AG LONDON BRH	ETRACS MTH2XRE	90269A302	189	14850 SH	SOLE	14850 0 0	N/A
UBS GROUP AG	SHS	H42097107	354	28521 SH	SOLE	28521 0 0	N/A
UDR INC	COM	902653104	494	12446 SH	SOLE	12446 0 0	N/A
